ID,NAME,DOMAIN,SERVICES,ABOUT,WHY WORK WITH US,BROCHURE,ADDRESS,STAFF,STAFF INVITES PENDING,CLIENTS,INDUSTRIES,PRIMARY SERVICE,COMPLETENESS PERCENT,CREATED ON,LAST UPDATED ON,LANGUAGES USED,HIDDEN (INACTIVE),LAST HIDDEN ON,LAST VISIBLE ON,ONLY VISIBLE TO WL
3160,D S M PROCESS INSTALLATIONS LIMITED,dsmpil.ie,,"Formed in 2012 DSM Process Installation Limited provide a wide range of mechanical installation services specialising in the food, beverage, brewery and pharmaceutical industries. Our experience and expertise enables us to provide customised solutions to provide the most economical and effective solutions for our customers.",,,,,,,,,0,11/01/2024 11:39,,,no,-,11/01/2024 11:39,no
1547,SAADIAN TECHNOLOGIES LTD,saadian.com,,"Saadian is an innovative developer of market leading software solutions for large private sector, public sector and law enforcement organisations in the UK, Ireland and the USA. In the Republic of Ireland Saadian is the leading supplier of mobile and pager communication services to large organisations, emergency planning and fire services. In the UK Saadian is trusted as the as the only commercial supplier of prisoner intelligence systems, providing a unique and expert service to 95% of UK police and law enforcement agencies.",,,,,,,,,0,29/11/2023 11:14,,,no,-,29/11/2023 11:14,no
936,QUEST COMPUTING LTD,quest.ie,,"Quest is a software development company that specializes in building mission critical database systems, with a specific focus on the management of grant and award schemes. They have developed a software application called AIMS, specifically designed fo...",,,,,,,,,0,08/11/2023 18:01,,,no,-,08/11/2023 18:01,no
3602,Dublin Offshore,dublinoffshore.ie,"Energy,Offshore Wind,Space,Space Applications (Earth Observation)","Dublin Offshore was founded on the belief that sustainable development of the blue economy can change people’s lives for the better.Our mission is to engineer technology solutions for the world’s oceans. Our work is particularly focused on the fixed and floating offshore wind sector.We are commercialising our mooring Load Reduction Device, an innovative technology that delivers step-change cost and risk reduction for floating wind moorings.Shortlisted for the Asia Matters Business Awards Market Entry Award 2023 and the Technology Exporter of the Year 2023.Winner of Wind Energy Ireland Outstanding Innovation Award 2021 Winner of Engineers Ireland Engineering Excellence Innovation Category 2021Shortlisted for Engineers Ireland Engineering Endeavour 2021 Shortlisted for SEAI Energy Awards - Excellence in Energy Research and Innovation 2021 Winner of MaREI Early Stage Start-up Sustainable Business Idea 2021",,,,,darren.hayes@dublinoffshore.ie,,,Space Applications (Earth Observation),37,17/05/2024 20:12,,,no,-,17/05/2024 20:12,no
2819,SPIRIT OF WATERFORD DISTILLERY LIMITED,waterforddistillery.ie,,"Waterford Whisky is a company that is on a quest to unearth whisky's most natural flavors. They work with over 100 Irish growers, including organic and biodynamic barley. They are the world's biggest producers of organic and biodynamic whisky. They off...",,,,,,,,,0,11/01/2024 08:56,,,no,-,11/01/2024 08:56,no
794,BANTRY BAY MUSSELS LIMITED,bantrybaypremiumseafoods.com,,"Bantry Bay Premium Seafoods is a company that specializes in sustainable and organic Blue Shell Mussels from the wild emerald green, pure salt sea waters of Bantry Bay.",,,,,,,,,0,08/11/2023 17:15,,,no,-,08/11/2023 17:15,no
3244,KEEGAN CALCIUM CARBONATE LIMITED,keegancalciumcarbonate.com,,Just another WordPress site,,,,,,,,,0,11/01/2024 11:48,,,no,-,11/01/2024 11:48,no
1593,THE BUTLERS PANTRY (MANUFACTURING) LTD,thebutlerspantry.ie,,"The first The Butler’s Pantry was opened on Mount Merrion Avenue, Blackrock in November 1987. Fresh bread and cakes were baked every day while new dishes were being cooked on stoves and packed and sold to the customers from the pot. It was not unusual for customers to wait while mashed potato was piped on top of the shepherd’s pie or while a roulade was rolled and they would go home happy in the knowledge that the food had just come out of the oven. Four years later, Mount Merrion was thriving and it was the right time to open a second location, this time in Donnybrook. A little second hand red Peugeot van delivered the food daily from Blackrock. Catering was provided for big and busy companies, dinner parties, christenings, birthdays, anniversaries and more, all serviced from the little kitchen at the back of a shop. The business was growing very quickly and there was great demand for what was being done. As more and more shops were opened, there was a need for a bigger kitchen space. A state of the art kitchen facility was opened in Bray, Co Wicklow, Where The Butler’s Pantry kitchen remains to this day.",,,,,,,,,0,29/11/2023 11:26,,,no,-,29/11/2023 11:26,no
1811,GLOBAL TAX RECLAIM LTD,globaltaxreclaim.com,,"Global Tax Reclaim is an Irish-owned and managed global indirect tax solution provider. We are the trusted global VAT partner for companies that value superior customer focus and service. Our services include VAT Compliance, Cross Border VAT Reclaim, JCT Reclaim, Domestic VAT Reclaim, Customs, and International Trade Consultancy. CROSS BORDER VAT RECLAIM: Avail of our hassle-free foreign VAT reclaim solution providing substantial savings for your international business travel and expenses. DOMESTIC VAT RECLAIM: Domestic VAT reclaim is the process of recovering your companies local Value-Added Tax incurred on local business travel expenses, MICE related expenses and some other non-travel-related expenses such as Office stationery and supplies. VAT COMPLIANCE: Our team of experts utilise their international VAT experience and knowledge backed up with our cutting-edge TAX-tech to provide a centralised VAT compliance service for every region your company does business. Think of our team as part of your team that will guide you through significant VAT compliance challenges and the minor local tax issue. CUSTOMS &amp. INTERNATIONAL TRADE CONSULTANCY: Providing companies of all sizes with tailored customs and E.U. trade advice and direction to develop solutions that support efficient trade and reduce costs. With Head Office, including Compliance &amp. Data Processing Centre located in Dublin, Ireland, we have offices in the U.K., USA, Germany, Croatia, Poland, France, Italy, Czech Republic, Estonia, Netherlands, and Israel. Our team of highly talented and dedicated professionals have an average of more than ten years of experience. By utilising best practices, proven processes and continuous improvements and utilising cutting edge A.I., time and cost-saving technology – we partner to implement your one-stop VAT solution, including a competitive and transparent fee structure. For more information, please contact our experts.",,,,,,,,,0,29/11/2023 11:40,,,no,-,29/11/2023 11:40,no
3447,PETER O'CONNOR KITCHENS LIMITED,oconnorsofdrumleck.ie,,"O'Connors of Drumleck is a leading Irish manufacturer of exquisite bespoke furniture, cabinetry, and specialist joinery. Craftsmanship, attention to detail, and peerless service are central to the company's ethos and have ensured successful collaborati...",,,,,,,,,0,11/01/2024 12:04,,,no,-,11/01/2024 12:04,no
2687,KP & ASSOCIATES ENGINEER SERVICES LTD,csconsulting.ie,,"CS Consulting is a group of civil and structural engineers based in Dublin, Limerick and London. We are problem-solvers in all areas of the built environment. Ours is an integrated, expert team of highly qualified and experienced engineers and technicians. Working closely together – and with your professional advisors – we provide a reliable, highly innovative and responsive engineering consultancy service. The CS Consulting Group’s vision is to deliver the highest level of excellence in engineering. We aspire to this from a solid base. Our track record is one of top-quality design, advice and service across Ireland and UK. We are proud of our projects. The structures and outcomes we help our clients achieve are functional, but also benefit both from innovation and aesthetical design flair, and are always executed within the constraints of cost budgets and critical programmes.",,,,,,,,,0,12/12/2023 17:25,,,no,-,12/12/2023 17:25,no
2587,WILLIE DUGGAN LIGHTING LTD,williedugganlighting.com,,"WE ARE LIGHTING DESIGNERS AND SUPPLIERS. WE BELIEVE BEING BOTH GIVES US THE DISTINCT ADVANTAGE OF IN-HOUSE EXPERTISE TO CREATE AND DELIVER A TRULY EXCEPTIONAL DESIGN. We believe light is integral to the architectural and human experience but is little understood and poorly designed. As a profession, Worldwide, we can do better. Since our very beginnings, we have pushed boundaries. Continuing on this tradition, we aim to change how light as an art form is viewed through the innovation of new techniques, solutions, and products. We believe our culture of change, diversity of expertise, the structure of continued education, exploratory design and professionalism of our supply put us in an unrivaled position to do this. We appreciate you taking the time to get to know us now let’s play with light...",,,,,,,,,0,12/12/2023 17:19,,,no,-,12/12/2023 17:19,no
370,Pulsate Mobile Ltd,pulsatehq.com,"Financial Services,Fintech",Pulsate is a marketing and communications platform that enables financial institutions to proactively engage with customers in real-time.,,,,,,,,Fintech,12,28/09/2023 04:20,,,no,-,28/09/2023 04:20,no
2686,LIAM O'KEEFFE & COMPANY LTD,okeeffesbakery.ie,,"O'Keeffe's Bakery is a leading bakery in Ireland, specializing in freshly baked goods. We offer a wide range of delicious breads, pastries, cakes, and confectionery items. Our skilled bakers use only the finest ingredients to create high-quality produc...",,,,,,,,,0,12/12/2023 17:25,,,no,-,12/12/2023 17:25,no
3191,REGIONAL TELECOM LIMITED,regionalbroadband.ie,,"We provide broadband options in rural areas where nobody else can. Are your staff wasting time waiting for downloads? Call us, we have solutions. 01-5133042",,,,,,,,,0,11/01/2024 11:41,,,no,-,11/01/2024 11:41,no
3733,University of Limerick,ul.ie,"Aerospace & Aviation,Training","The University of Limerick (UL), is located on the west coast of Ireland along the picturesque River Shannon and enjoys an unspoiled natural environment blended with state-of-the-art teaching and research facilities.UL is ranked 426th in the QS World University Rankings, which ranks the world’s top 1,503 universities. We are also ranked 175th in the World University Rankings for sustainability.We’re incredibly proud of our stunning campus, which was awarded Best Student Campus at the Education Awards 2023.StudentsUL has close to 18,000 students, including more than 3,300 international students each year. Our Cooperative Education programme is one of the largest in Europe, with more than 2,000 students in paid and semi-paid work experience in their chosen industry around the world.We also offer the largest Erasmus+ programme in Ireland, and the opportunities that we offer to students has led us to having an 85% satisfaction rating – the highest in Ireland.ResearchWith strong links to business and industry, UL excels at translational research which aims to accelerate the practical application of academic research to benefit society. UL houses some of the most innovative and successful research centres in Ireland.AlumniThe UL graduate community is over 125,000 members, spread across more than 100 countries. Through dedicated alumni-focused activities, UL provides graduates with a vibrant network through which to stay connected to each other and their alma mater.RCN: CHY20009274",,,,,,,,Aerospace & Aviation,12,26/07/2024 14:10,,,no,-,26/07/2024 14:10,no
2653,JOHN CULLEN CONSTRUCTION LTD,johncullenconstruction.com,,"John Cullen Construction specialises in the fitout and refurbishment of commercial premises, from demolition to reopening. Headquartered in Waterford, in the south east of Ireland, John Cullen Construction have been building, refurbishing and fitting out premises for over 15 years. With the significant experience and skill which has been built up by our people over that time, we know what it takes to Plan, Build and Deliver a project successfully for our clients. At John Cullen Construction we build every project with pride. Planning , focus and an understanding of each unique environment are key skills which allow the team to deliver a smoothly run building project that meets the clients requirements, on time and on budget. Working with an experienced and professional core team, we have the ability to deliver multiple projects to tight schedules, no matter where they are, or what level of construction, refurbishment or refit is involved. Whatever your business needs, whatever your building needs, we will plan and work around that. This flexibility has been key to the success of the ongoing relationships we have built with many businesses and their brand owners.",,,,,,,,,0,12/12/2023 17:23,,,no,-,12/12/2023 17:23,no
845,DELMEC ENGINEERING LTD,delmec.ie,,"Delmec is a telecommunications infrastructure and portfolio management company. They offer smarter solutions in building, managing, and reporting telecoms infrastructure. Their services include telecoms infrastructure management, telecoms infrastructur...",,,,,,,,,0,08/11/2023 17:52,,,no,-,08/11/2023 17:52,no
2214,O'NEILL AMARACH CONSULTANTS LTD,amarach.com,,"What makes us different? The name is a clue. Too much research looks in the rear view mirror. At best, such research tells us what’s happening. at worst, what’s already happened. We use market research to look ahead – to what will happen. We’ve been doing it since 1989 – and our team of young enthusiasts and seasoned professionals has lots of practice unlocking the future for our clients. We embrace change, innovation and opportunity like no other agency in Ireland. We share our own ideas and insights through our blog, twitter, ezine and slideshare resources – providing unparalleled insight into the mood and intentions of consumers and businesses. Through surveys, focus groups, econometrics, workshops and social media analyses we discover the rights answers to our clients’ important questions about their brands, customers... and their future potential. But it doesn’t stop there. We have formed unique partnerships with clients and agencies (including advertising, PR and social media agencies) to turn research into a tool for connecting brands to customers. We believe in proactive research, not reactive research. Our clients are found across every sector and category – public and private – throughout Ireland. From SMEs to PLCs. And there's more: our international research in retailing, telecoms, professional services and more besides has seen us working in over 48 countries last year alone. Amárach... an domhain. We ask the right questions so you get the right answers. ________________________________________________________________________ For a chat about your research needs, call Gerard O'Neill or Michael McLoughlin on: 01 410 5200 Or send us an email: info@amarach.com See also our slideshare page: www.slideshare.net/amarach/presentations And be sure to follow us on twitter: twitter.com/amarachresearch ________________________________________________________________________",,,,,,,,,0,05/12/2023 10:50,,,no,-,05/12/2023 10:50,no
1583,ARTHUR MALLON FOODS UNLIMITED COMPANY,mallonfoods.com,,"Arthur Mallon Foods is a leading producer of sausages in Ireland, creating award winning sausages in County Monaghan since 1940. The company originated from Arthur Mallon’s Butchers shop in Monaghan Town, which was famous for its tasty and creative sausages recipes. We have won over 160 awards both nationally and internationally, which makes us the most awarded sausage maker in Ireland!",,,,,,,,,0,29/11/2023 11:25,,,no,-,29/11/2023 11:25,no
1408,U-LEARN LTD,u-learn.ie,,"ULearn English School Dublin is a boutique English language school in the centre of Dublin's park district. Based near St Stephens Green, ULearn has been providing English language training since 1988. In that time we have welcomed thousands of students from all around the globe and created a learning environment that is supportive, warm and relaxed for students of all ages and levels. ULearn makes it easy for students coming to Dublin by arranging high quality student accommodation. Modern apartments in the city centre, student residence and of course host families. ULearn is unique among English language schools in Dublin for the quantity and quality of our social programme which allows students to meet new friends and practice their English outside the classroom as well as in it. Contact us today on +353 1 475 1222 or email us at info@ulearnschool.com for a more information, a free level test and a trial class without commitment. We look forward to watching you learn with ULearn.",,,,,,,,,0,23/11/2023 18:00,,,no,-,23/11/2023 18:00,no
441,Bennett Construction,bennettconstruction.ie,Construction,"Bennett Construction is an international family owned construction services company with offices and projects in Dublin, London and Germany. They provide construction and construction related services across a diverse range of industries and sectors.",,,,,,,,Construction,12,28/09/2023 18:27,,,no,-,28/09/2023 18:27,no
2739,METALMAN BREWING COMPANY LTD,metalmanbrewing.com,,"Metalman Brewing is a micro-brewery in Waterford city, Ireland, established in 2011. Founded by 2 beer geeks from the I.T. world, Metalman Brewing strives to make delicious beers with interesting ingredients for eclectic individuals.",,,,,,,,,0,12/12/2023 17:29,,,no,-,12/12/2023 17:29,no
453,CALLAGHAN ENGINEERING LTD,calleng.ie,Construction,"Callaghan|RED is a consulting engineering firm that provides multi-discipline professional engineering design, validation, procurement, project, and construction management services. The company's mission is to lead clients to a genuinely sustainable f...",,,,,,,,Construction,12,28/09/2023 18:41,,,no,-,28/09/2023 18:41,no
2015,GLASS & ALU CAD LTD,gacad.com,,"GACAD is a leading commercial glazing contractor based in Kells, Co. Meath Ireland. With director level involvement on all projects, industry recognized professionals in each team. They have been working with Alutech Glass System Krakow for the past 17...",,,,,,,,,0,05/12/2023 10:33,,,no,-,05/12/2023 10:33,no
1221,TEKELEK EUROPE LTD,tekelek.ie,,Tekelek is a team of innovative thinkers and experienced engineers. We provide reliable and competitive solutions across a vast range of industries. Tekelek design and manufacture hardware solutions for the control and transmission of level and conditi...,,,,,,,,,0,23/11/2023 17:44,,,no,-,23/11/2023 17:44,no
1649,CABOOM LTD,caboom.ie,,"Production Company with a love of puppets, animation &amp. motion graphics. Caboom provides the following services: - Animation: Traditional and 2D - Puppetry: Consultancy, design &amp. performance - Character design for animation &amp. puppetry - Animation production design - Storyboarding &amp. animatics - Motion Graphics - Broadcast Design and animation - Stopmotion",,,,,,,,,0,29/11/2023 11:29,,,no,-,29/11/2023 11:29,no
1233,LUMENIA CONSULTING LIMITED,lumeniaconsulting.com,"Professional Services,Management Consulting,IT Services,IT Consultancy","Lumenia is an independent ERP consulting organisation, specialising in business transformation through the implementation of Enterprise Resource Planning and related enterprise software applications. Our Independence Lumenia does not sell software and our independence means that we have no vested interest in pushing our clients towards particular software solutions. We focus instead on how enterprise applications can best be used to transform business processes and deliver measurable business benefit to our clients, whether this is through the deployment of new software or by getting more value from systems that are already in use. Our Value Proposition We have developed unique methodologies that allow our clients to undertake ERP and business change programmes using structured processes that maximise the likelihood of project success by promoting business ownership, minimising risk and controlling cost, while ensuring that planned business benefits are realised. Our Clients Our clients are typically mid-size service, manufacturing, distribution or retail organisations, often with operations in multiple sites or countries. Operating from offices in Ireland and the UK we have completed hundreds of ERP assignments for organisations across the world. Our People We employ an outstanding team of consultants and support staff, supplemented with a network of trusted associates. All Lumenia consultants have a minimum of ten years professional experience. Our History Lumenia was part of the BSM Group and traded as BSM from 1997-2013. BSM’s business systems consulting practice was rebranded as Lumenia in 2013 and Lumenia became a standalone legal entity in 2015 following the acquisition of BSM’s Lean consulting practice by Efeso Consulting.","We are software product agnostic Over 350 client engagements completed Global delivery record with UK and Ireland focus Our consultants each have a minimum of 10 years of relevant experience and exceptional delivery capabilitiesOur culture is based on honesty, mutual respect and a dedication to professional excellence and outstanding customer service.",,"Parkmore Business Park West Galway, H91 PTT8, Ireland","John Donagher - john.donagher@lumeniaconsulting.com, Linda Davey - linda.davey@lumeniaconsulting.com",,,"Agriculture,Artificial Intelligence,Cybersecurity,Manufacturing,Media,Pharmaceuticals,Robotics,Automotive,Chemicals,Consumer Goods,Machinery,Insurance,Accounting,Animation,Apparel & Fashion,Architecture & Planning,Banking,Biotechnology,Capital Markets,Civil Engineering,Commercial Real Estate,Computer Games,Computer Hardware,Computer & Network Security,Computer Software,Consumer Services,Cosmetics,Dairy,Education Management,E-learning,Electrical/Electronic Manufacturing,Entertainment,Environmental Services,Events Services,Facilities Services,Farming,Financial Services,Food & Beverages,Government Administration,Healthcare,Hospitality,Human Resources,Industrial Automation,Information Technology and Services,Investment Management,Law Enforcement,Legal Services,Leisure, Travel & Tourism,Local Authorities,Logistics and Supply Chain,Luxury Goods & Jeweller,Marketing and Advertising,Medical Devices,Mining & Metals,Museums and Institutions,Nanotechnology,Offshore Wind,Oil & Energy,Outsourcing/Offshoring,Packaging and Containers,Renewables & Environment,Restaurants,Retail,Security,Semiconductors,Sports,Staffing and Recruiting,Telecommunications,Transportation/Trucking/Railroad,Venture Capital & Private Equity,Veterinary,Warehousing,Wellness and Fitness,Data Centres,Airline,Aerospace,Construction,Space,Circularity,Battery - Giga,Pharma-Life Science Lab,Modular-Modern Methods of Construction,Infrastructure & Utilities,Film & TV,Advertising,Airports,Alternative Energy,Animal Health,Arts & Crafts,Audiovisual,Battery Development,Cleanrooms,Communications,Consultancy,Defence,Digital Marketing,Do It Yourself (DIY),Energy,Engineering,Fashion Industry,Film Industry,Horticulture,Home Design,HORECA,Hospitals,Infrastructure Projects,Insulation,Labelling,Laboratories,Mobility,Nautical Industry,Police,Printing,Public Administration,Public Transport,Quantum Computing,Research Centres,Railways,Recycling,Residential Building,Safety & Protection,Sales & Sales Enablement,Solar Energy,Sustainability,Textiles,Tourism,Toy Industry,Universities,Utility Companies,Videogames,Waste Management,Wind Energy,Wood Industry,Zoos",Professional Services,50,23/11/2023 17:45,07/06/2024 13:34,English,no,-,23/11/2023 17:45,no
3906,Concept Dairy,conceptdairy.com,"Smart Farm Solutions,Agriculture & Equine","Concept Dairy is a company dedicated to bringing transparency to the global dairy industry. They provide pricing solutions for farmers, risk management for processors, and procurement solutions for buyers, all aimed at promoting economic sustainability...",,,,,,,,Agriculture & Equine,12,06/09/2024 16:07,,,no,-,06/09/2024 16:07,no
3738,ClubZap,clubzap.com,Sports Tech & Sporting Goods,"ClubZap is an administration platform for sports clubs to engage with their members and supporters as well as simplifying the process of payment collection for membership and fundraising via our online payment platform. ClubZap provides engagement levels of up to 20x better than existing social media which helps clubs to grow their brand in their local community and beyond. ClubZap reduces the time spent by Club admins by up to 40% while on average clubs have seen a 25% increase in membership collection since implementing our solution. We aim to help with the issue of cardiac health in sports clubs. Follow for lots of interesting facts, findings and interviews very soon.",,,,,,,,Sports Tech & Sporting Goods,25,26/07/2024 15:11,,,no,-,26/07/2024 15:11,no
2600,CUFA LIMITED,cufa.ie,,"CUFA Lending Analytics (CLA) is an internationally recognised solution used by leading credit unions and other consumer finance institutions to manage their loan portfolio risk. Utilising sophisticated statistical modeling techniques, the system analyses the historical performance of each institutuion's unique portfolio. Based on trend relationships in the lender's own portfolio data, the system automatically calculates loan provisions, computes portfolio valuations, guides risk-based pricing, and prioritises credit control activities. Read more",,,,,,,,,0,12/12/2023 17:20,,,no,-,12/12/2023 17:20,no
3528,Timelock Limited,conorjoneill.com,,"Pan European pension provider, disrupting Europe's pension market, providing digital personal portable pensions via mobile app, at a fraction of the cost of incumbents. Our target market is the 50% of EU's young pension savers (Under 40), without pensions.","Disrupting the Pension sector, the last undisrupted Financial Services market in Europe, by making it easy to start, fund and understand your pension. A mobile pension app, with great UI/UX, and transparent fees, two-thirds less than the market average.",,,,conor@conorjoneill.com,,,,12,16/02/2024 19:12,,,no,-,16/02/2024 19:12,no
3011,CET CONNECT LIMITED,cet.ie,,"CET Connect is a leading provider of structured cabling and data centre infrastructure services in Ireland, UK, and France. They specialize in creating the infrastructure that builds connectivity through structured cabling installations. They are vendo...",,,,,,,,,0,11/01/2024 11:28,,,no,-,11/01/2024 11:28,no
982,OPTIMUM LTD,optimum.ie,"Education,Professional Services",Optimum was created in 1990 to provide professional Training and Business Services &amp.; Support to companies and individuals aiming to achieve their ultimate success in business.Our training programmes are designed to increase your proficiency and competency whether it be personal development or business development skills. We support initiatives and anticipate and respond to the ever changing needs of our many clients.,"Our ethos is about combining a tailored, flexible approach with ‘real life’ business knowledge offering hands-on tools for immediate implementation.As a preferred choice provider and partner of many of Ireland’s leading businesses, we have learned that the key to our success is putting your success first. Our core goal is to provide participants with the essential tools required to achieve their personal and business potential in a unique , stimulating and enjoyable environment. This, in turn, results in a visible improvement in key business indicators such as productivity, motivation, loyalty, employee retention and ultimately profit.",,"28 Westland Square, Dublin, Ireland",Fay Harrison - hq@optimum.ie,Ronan Harrison - ronanh@optimum.ie,"KPMG Ireland (kpmg.ie), Queally Group (queallygroupcareers.ie), Zurich Insurance (zurich.com)","Education Management,E-learning",Education,87,08/11/2023 18:04,17/09/2024 09:01,English,no,-,08/11/2023 18:04,no
1279,FRONTEND USABILITY ENGINEERING LTD,frontend.com,,"Frontend.com creates design that transforms businesses and delights users. As one of the first companies in Europe to focus on UX and user centred design, we've had the opportunity to work on innovative projects on a global scale. Our team thrives on difficult challenges and produces outcomes that change how people live and work. A collaborative research driven approach allows us to change products, services and organisations for the better. Frontend.com specialises in the Healthcare, Finance, Software, Consumer and Connected Devices. Some of our key clients include Roche, Merck, Rabobank, HP, Standard Life and government bodies.",,,,,,,,,0,23/11/2023 17:49,,,no,-,23/11/2023 17:49,no
2848,TRUE NORTH TECHNOLOGIES LIMITED,truenorthtechnologies.ie,"Crop Cultivation & Protection,Smart Farm Solutions,Agriculture & Equine","True North Technologies designs, manufactures and markets innovative products and software services in the Agri-Tech sector. The company was established 10 years ago in Shannon, Ireland and has won several awards for it's Grass Management, Animal Weighing and Farmland Software innovations. The company's main markets are Ireland, UK, France.",,,,,,,,Crop Cultivation & Protection,12,11/01/2024 08:57,,,no,-,11/01/2024 08:57,no
2811,PESTLE & MORTAR LIMITED,pestleandmortar.com,"Health & Beauty,Consumer Products",Pestle &amp. Mortar is a skincare brand that provides simple solutions for beautiful skin. Their award-winning skincare range includes cult favorites like the Pure Hyaluronic Serum and Superstar Retinoid Night Oil. They combine natural extracts with high-p...,,,,,,,,Consumer Products,12,11/01/2024 08:55,,,no,-,11/01/2024 08:55,no
2177,BALLYMAGUIRE FOODS UNLIMITED COMPANY,ballymaguirefoods.ie,,"We are committed to producing delicious, freshly prepared foods for an ever-growing range of leading retail and food service customers - enabling them to offer their customers high quality, great tasting products marketed under their own private label brands. Established in 2008, we are proud to be a sister company to agri-food business Country Crest - a founding member of Bord Bia's Origin Green programme, based in fertile lands in North County Dublin. All the ingredients we use are 100% traceable, and are carefully selected from the Country Crest farm, or sourced from growers and suppliers we trust. Our expert culinary team are continually perfecting our products and developing new innovations, to ensure that Ballymaguire Foods stays ahead of the curve. We supply across four main categories. main meals, meal accompaniments, soups and sauces. Our experienced team are passionate about delivering the best quality fresh prepared meals, staying ahead of food trends and pushing the boundaries in food innovation. We are honoured to have received many industry awards, including: • Blas na hEireann • Irish Quality Food Awards • Great Taste Awards Our vision is to lead the way in sustainable healthy food innovation. Follow us on Twitter! @BALLYMAGUIRE Careers Email: sinead@ballymaguirefoods.ie",,,,,,,,,0,05/12/2023 10:47,,,no,-,05/12/2023 10:47,no
674,LOREDO LTD,loredo.ie,,"Loredo is a company that specializes in the production and manufacture of point of purchase (POP) metal displays, wire baskets, materials handling trolleys, security cages, oil and lubricant displays, confectionery and beverage metal displays.",,,,,,,,,0,08/11/2023 16:57,,,no,-,08/11/2023 16:57,no
1159,CLONEE SAW MILLS LTD,cloneesawmills.ie,,"Clonee Sawmills Ltd have been providing high quality timber products for over 75 years. We understand the needs of trades people and DIY homeowners alike, so when we developed the interlocking A-Frame design we knew we had come up with something very special needed. We supply both the trade &amp. public. We pride ourselves on our commitment to provide quality &amp. service to all our customers.",,,,,,,,,0,23/11/2023 17:39,,,no,-,23/11/2023 17:39,no
435,ASGARD CLEANROOM SOLUTIONS LTD,asgardcleanrooms.com,Construction,"Asgard Cleanrooms is a company that specializes in the design and construction of modular cleanrooms for various industrial sectors, including pharmaceutical, medical device, bio-pharmaceutical, data centers, microelectronics, semiconductor, and batter...",,,,,,,,Construction,12,28/09/2023 18:20,,,no,-,28/09/2023 18:20,no
436,The Noel Group,noelgroup.ie,"Human Resources,Talent Acquisition & Management","With over 30 years’ experience providing resources to many of the country’s leading employers &amp.; events. the Noel Group is now one of Ireland’s best recognised &amp.; largest recruitment organisations. With our 7 specialised brands operating from 10 locations throughout Ireland, our industry-specific recruiters supply your business with candidates who are best suited to your requirements. Our brands such as Noel Driving, Noel Hospitality, Noel Industrial, Noel Healthcare, Skills Team provide temporary/ permanent candidates &amp.; a full range of industry-specific training &amp.; HR services to sectors such as hospitality, healthcare, driving, industrial, accountancy, office, Sales, Marketing, IT, Banking.The Noel Group is one of Ireland’s leading recruitment agencies, supplying services to many well-known Irish and Global brands. Our dedicated teams of recruitment specialists have the expertise to understand all candidates’ aspirations and help you secure your ideal individual career. We have direct access to the best permanent, temporary and contractual roles from hospitality, healthcare, administration to accountants, finance professionals and accounting support staff across a large and diverse range of industries that include the public and professional practice sectors, accounting firms, telecommunications, utilities, FMCG and IT.","Noel Group offer dynamic and enthusiastic candidates the opportunity to work in temporary, permanent or contract positions with the best companies to work for across Ireland. We have 10 strategic placed offices to support our clients. At Noel we pride ourselves in attracting the right candidate for each of our roles. Our consultants build partnerships with our clients for a long lasting relationship in order to work in tandem with the needs of the businesses they support. Each consultant will have excellent industry knowledge of each of the sectors they recruit for. We aim to offer the best candidate to suit each opportunity to add real value to the business.",,,,,,,Talent Acquisition & Management,12,28/09/2023 18:23,,,no,-,28/09/2023 18:23,no
2469,M J FLOOD TECHNOLOGY LTD,mjf.ie,,"At MJ Flood Technology, we specialise in connectivity – connecting people, processes and technology to help organisations capitalise on the disruptive, digitised world we live in. We build a solid foundation for your IT infrastructure, cloud or on premise through excellence in consultancy and design services and deploy layered technology solutions that achieve real return on investment with tight alignment to business goals. As a Cisco, HP and Microsoft certified partner, we have the accredited skillsets to support your team and our nationwide footprint via eight regional offices provides you with the technical support that your ‘always on’ business requires.",,,,,,,,,0,12/12/2023 16:03,,,no,-,12/12/2023 16:03,no
1045,QUALITY FREIGHT LTD,qualityfreight.com,Logistics & Supply,"Quality Freight is a global freight forwarder that offers a comprehensive portfolio of ocean freight services, intermodal transportation, and port services. Offering unique services via our specialist bulk transport department, project cargo handling via our inland container depots and intermodal european transport services via our Rotterdam central distribution centre. ",,https://d3bddsqeatnr0e.cloudfront.net/brochures/RL_.jpeg,"Distillery Rd., 2, Drumcondra, Dublin, D03 CF10, Ireland","Shaun Ryan - sryan@qualityfreight.com, Finbar Dunne - fdunne@qualityfreight.com",,,"Apparel & Fashion,Chemicals,Consumer Goods,Logistics and Supply Chain,Manufacturing,Offshore Wind,Oil & Energy,Packaging and Containers,Aerospace,Construction,Agriculture,Alternative Energy,Infrastructure Projects,Insulation,Solar Energy,Wind Energy,Agriculture OEMs",Logistics & Supply,62,08/11/2023 18:10,03/09/2024 14:20,,no,-,08/11/2023 18:10,no
3308,AMPLIFY DONATIONS LIMITED,amplifydonations.com,,"Amplify Donations is a platform that helps non-profit organizations raise funds online. We provide a user-friendly interface for organizations to create fundraising campaigns, accept donations, and track their progress. Our platform also offers tools f...",,,,,,,,,0,11/01/2024 11:53,,,no,-,11/01/2024 11:53,no
